name,description,category,base_url,organization,organization_contact
Paid Solicitor Solicitation Notices in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Solicitation Notices include filing type, document ID, amendment ID, approved date, payment processing data and dates, duration of contract and solicitation campaign, names of people who signed contract, paid solicitor compensation disclosures.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'filings', 'filing type', 'approval dates', 'payment processing', 'paid solicitors', 'solicitation', 'solicitation notices', 'charity registration']",https://data.colorado.gov/resource/ew9y-6tv9.json,,Colorado Information Marketplace
Campaign Reports for Solicitation Notices to Charities in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Non-profit organization (NPO) data of campaign reports for solicitation notices from the Colorado Department of State (CDOS) Division of Charity.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'charity', 'fundraising', 'fundraiser', 'donation', 'solicitors', 'paid solicitors', 'solicitation notices', 'campaigns', 'campaign reports', 'charity registration']",https://data.colorado.gov/resource/fdcw-ei67.json,,Colorado Information Marketplace
"Registration of Charities, Paid Solicitors, Professional Fundraising Consultants, and for-profit Public Benefit Corporations in Colorado","Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Charitable Solicitations Registration Information Filed by Charities, Paid Solicitors, and Professional Fundraising Consultants.  Data collected by the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'financial', 'registration', 'charity registration']",https://data.colorado.gov/resource/37wu-kn3g.json,,Colorado Information Marketplace
Charitable Purpose of the Charity in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Charities data consisting of a charitable organization's registration number, federal employer Identification number (EIN), charitable purpose, filing date.  Data collected by the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charitable purpose', 'fein', 'charity registration']",https://data.colorado.gov/resource/7jm9-f28m.json,,Colorado Information Marketplace
Solicitation Campaign Supervisors Listed on Solicitation Notices in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Non-profit organization (NPO) data of associated directors, officers, trustees, professional consultants, paid solicitors from the Colorado Department of State (CDOS) Division of Charity.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'directors', 'officers', 'trustees', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'consultants', 'solicitation notices', 'charity registration']",https://data.colorado.gov/resource/hyr8-d3v9.json,,Colorado Information Marketplace
"Persons Associated with Charitable Organizations, Paid Solicitors, and Professional Fundraising Consultants in Colorado","Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Non-profit organization (NPO) data of registrants’ officers, directors, trustees, professional fundraising consultants from the Colorado Department of State Division of Charity (SOS).","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'registrants', 'officer', 'directors', 'trustees', 'consultants', 'charity registration']",https://data.colorado.gov/resource/mr4v-jz8u.json,,Colorado Information Marketplace
Charitable Organizations’ Offices in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Charitable organizations data consisting of mailing address, phone, fax, website of organization's offices in Colorado. Data collected by the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'addresses', 'phone number', 'fax', 'website', 'names', 'charity registration']",https://data.colorado.gov/resource/3qtu-edua.json,,Colorado Information Marketplace
Other Names a Registered Entity Uses to Solicit Contributions in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

All names other than registered entity name under which charities, paid solicitors, and professional fundraising consultants will solicit contributions or provide fundraising consulting services in Colorado.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'charity names', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charity registration']",https://data.colorado.gov/resource/q2av-rpr5.json,,Colorado Information Marketplace
Paid Solicitors Disclosed on Charity Registration Forms in Colorado,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Paid Solicitors and Professional Fundraising Consultants Disclosed on Charity Registration Forms.  Data collected by the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'solicitors', 'solicitation', 'paid solicitors', 'addresses', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charity registration']",https://data.colorado.gov/resource/wwbh-7bpa.json,,Colorado Information Marketplace
Charity Extension Requests,"Recent modifications in the data transformation process may result in data changes.  Additional details about the changes can be found here:</span> https://data.colorado.gov/stories/s/pbek-aaa3

Charitable organization requests for an extension of the deadline for filing a financial report.  Data collected by the Colorado Department of State's Charities Program.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'npo', 'nonprofit organizations', 'charities', 'extensions', 'filings', 'charity', 'fundraising', 'fundraiser', 'donation', 'contribution', 'charity registration']",https://data.colorado.gov/resource/icqv-mi3c.json,,Colorado Information Marketplace
Population Projections in Colorado,"Actual and predicted population data by gender and age from the Department of Local Affairs (DOLA), from 1990 to 2040.","['bic', 'gocodecolorado', 'colorado', 'dola', 'department of local affairs', 'population', 'gender', 'age', 'demographics', 'predictions', 'projections']",https://data.colorado.gov/resource/q5vp-adf3.json,,Colorado Information Marketplace
DWR Final Permit,"A Final Permit is a document issued by the Colorado Ground Water Commission that establishes, or adjudicates, an absolute designated ground water right within a Designated Basin.","['gocode', 'permit']",https://data.colorado.gov/resource/4rcf-bncv.json,,Division of Water Resources
DWR Surface Water Stations,"Division of Water Resources (DWR) Surface Water Stations. This is a list of all stream, diversion, and reservoir gages within the state of Colorado along with their period of record.","['stream flow', 'stations', 'surface', 'surface water', 'gocode']",https://data.colorado.gov/resource/ceb5-u3hr.json,,Division of Water Resources
Effective Financing Statements Master List (Farm Products),"A UCC financing statement can be used for all types of collateral, while an EFS (Effective Financing Statement) specifically applies to farm products. This means an EFS must be more specific about the description of the farm products, including the crop year, quantity, and the specific county where they are produced to properly notify potential buyers of a security interest in those goods. The Master List compiles all EFS filings and includes new filings, all active filings, and updates to existing filings.","['bic', 'gocodecolorado', 'colorado', 'sos', 'secretary of state', 'ucc', 'financing', 'financing statements', 'efs', 'effective financing statements', 'agriculture', 'farm', 'farm products', 'crops']",https://data.colorado.gov/resource/ej2c-jkvh.json,,Colorado Information Marketplace
